predecessorID,successorID,relationship,lagtime
2513E55R000IN10030,2513M55R000ML20160,FS,0
2513E55R000IN10030,2513E55R000IN10035,FS,0
2513E55R000IN10070,2513E55R000LE00080,SS,0
2513E55R000IN10070,2513P55R000IN33010,FS,0
2513E55R000IN10090,2513P55R000IN30010,FS,0
2513E55R000IN10035,2513C81R990EL00010,FS,0
2513E55R000IN10055,2513C82R990EL00010,FS,0
2513E55R000IN10095,2513C50R000IN00050,FS,0
2513E55R000IN10095,2513C72R000IN00050,FS,0
2513E55R000HV32105,2513C92R660HV00083,FS,0
2513E55R000HV32050,2513E55R000HV32020,SS,41
2513E55R000HV32070,2513E55R000HV32090,SS,14
2513E55R000HV32100,2513E55R000HV32105,FS,0
2513E55R000HV34070,2513E55R000HV34075,FS,0
2513E55R000HV34080,2513C82R660HV00080,FS,0
2513E55R000HV34090,2513E55R000HV34100,FS,0
2513E55R000HV34090,2513E55R000HV34095,FS,0
2513E55R000HV20010,2513E55R000HV20015,FS,0
2513E55R000HV20020,2513E55R000HV20010,SS,31
2513E55R000HV20015,2514P55S660HV10020,SS,60
2513E55R000HV25065,2513C91R660HV00079,FS,0
2513E55R000HV25020,2513E55R000HV25025,FS,0
2513E55R000HV35050,2513E55R000HV35060,FS,0
2513E55R000HV35090,2513E55R000HV35100,FS,0
2513E55R000HV35100,2513E55R000HV35105,FS,0
2513E55R000HV35055,2513E55R000HV35060,FF,0
2513E55R000HV35095,2513E55R000HV35100,FF,0
2513E55R000HV35040,2513E55R000HV35045,FS,0
2513E55R000HV23030,2513E55R000HV23040,FS,0
2513E55R000HV23065,2513C92R660HV00080,FS,0
2513E55R000HV22095,2513E55R000HV22100,FF,0
2513E55R000HV22020,2513P55R660HV10010,SS,0
2513E55R000HV21050,2513E55R000HV21055,FS,0
2513E55R000HV21070,2513E55R000HV21080,FS,0
2513E55R000HV29010,2513E55R000HV29015,FS,0
2513E55R000HV29010,2513E55R000HV29020,FS,88
2513E55R000HV15010,2513C92R660HV00083,FS,0
2513E55R000HV15010,2513C81R660HV00072,FS,0
2513E55R000HV31020,2513E55R000HV31030,SS,20
2513E55R000HV31020,2513E55R000HV31025,FS,0
2513E55R000HV10010,2513E55R000HV10020,FS,0
2513E55R000HV10030,2513E55R000HV10050,SS,0
2513E55R000HV10050,2513E55R000HV10060,FS,0
2513E55R000HV10060,2513C82R660HV00080,FS,0
2513E55R000HV10015,2514P55S660HV10020,FS,0
2513E55R000HV10025,2514P55S660HV10020,FS,0
2513E55R000HV10035,2513P55R660HV10020,FS,0
2513E55R000HV10045,2514P55S660HV10020,FS,0
2513E55R000HV10045,2513P55R660HV10020,FS,0
2513E55R000HV10065,2513C82R660HV00078,FS,0
2513E55R000HV27020,2513E55R000HV27030,SS,20
2513E55R000HV27070,2513E55R000HV27090,SS,15
2513E55R000HV36090,2513E55R000HV36100,FS,0
2513E55R000HV36090,2513E55R000HV36095,FS,0
2513E55R000HV36105,2513C99R690AR00013,FS,0
2513E55R000HV36070,2513E55R000HV36080,FS,0
2513E55R000HV36070,2513E55R000HV36075,FS,0
2513E55R000HV36070,2513E55R000HV36090,SS,14
2513E55R000HV36080,2513C99R690HV00072,FS,0
2513E55R000HV37010,2513E55R000HV37020,FS,88
2513E55R000HV37010,2513E55R000HV38010,SS,0
2513E55R000HV37010,2513E55R000HV90010,SS,0
2513E55R000HV37020,2513E55R000HV37030,SS,20
2513E55R000HV90010,2513P55R660HV10010,FS,0
2513E55R000HV30035,2513E55R000HV30040,FF,0
2513E55R000HV26030,2513E55R000HV26070,SS,0
2513E55R000HS10170,2513E55R000HS10175,FS,0
2513E55R000HS10010,2513E55R000HS10140,SS,59
2513E55R000HS10050,2513E55R000HS10070,FS,0
2513E55R000HS10110,2513E55R000HS10115,FS,0
2513E55R000HS10130,2513E55R000HS10080,FS,0
2513E55R000HS10055,2513E55R000HS10065,FS,0
2513E55R000HS10155,2513E55R000HS10175,FS,0
2513E55R000HS20010,2513E55R000HS20015,FS,0
2513E55R000HS20020,2513E55R000HS20025,FS,0
2513E55R000HS30020,2513E55R000HS10080,FS,0
2513E55R000CV35550,2513E55R000CV35555,FS,0
2513E55R000CV35620,2513C40R600CV00072,FS,24
2513E55R000CV35655,2513E55R000CV35660,FF,0
2513E55R000CV35745,2514C10S480ME00071,FS,0
2513E55R000CV35745,2513C82R480CV00071,FS,0
2513E55R000CV35265,2513C40R530CV00078,FS,0
2513E55R000CV35285,2513C10R200CV00072,FS,0
2513E55R000CV35445,2513C40R530CV00088,FS,15
2513E55R000CV35465,2513C99R230ME00072,FS,0
2513E55R000CV35060,2513C20R210CV00082,FS,0
2513E55R000CV35575,2513E55R000CV35580,FF,0
2513E55R000CV35065,2513C20R210CV00071,FS,0
2513E55R000CV35065,2513C20R210CV00074,FS,0
2513E55R000CV35080,2513C20R200CV00072,FS,0
2513E55R000CV35130,2513E55R000CV35135,FS,0
2513E55R000CV35150,2513E55R000CV35160,FS,0
2513E55R000CV35220,2513E55R000CV35225,FS,0
2513E55R000CV35250,2513E55R000CV35770,SS,46
2513E55R000CV35165,2513C40R600CV00073,FS,0
2513E55R000CV35700,2513E55R000CV40010,FS,15
2513E55R000CV35290,2513E55R000CV35300,FS,0
2513E55R000CV35310,2513E55R000CV35320,FS,0
2513E55R000CV35360,2513E55R000CV35365,FS,0
2513E55R000CV35370,2513E55R000CV35375,FS,0
2513E55R000CV35400,2513E55R000CV35405,FS,0
2513E55R000CV35430,2513E55R000CV35450,SS,0
2513E55R000CV90040,2513E55R000CV90045,FS,0
2513E55R000CV90060,2513E55R000CV90065,FS,0
2513E55R000CV90046,2513C92R000CV01010,FS,0
2513E55R000CV90056,2513C91R000CV01010,FS,0
2513E55R000CV45010,2513E55R000CV45020,FS,0
2513E55R000CV45020,2513C60R000CV01010,SS,0
2513E55R000CV45030,2513C10R000CV01010,SS,0
2513E55R000CV45030,2513C71R000CV01010,FS,0
2513E55R000CV45030,2513C50R000CV01010,SS,0
2513E55R000CV45030,2513C40R000CV01010,SS,0
2513E55R000CV60025,2513C55R000EW00018,FS,0
2513E55R000CV60025,2513C30R000CV04010,FS,0
2513E55R000CV60045,2513C30R000CV05010,FS,0
2513E55R000CV60045,2513C92R000CV05010,FF,0
2513E55R000CV60045,2513C72R000CV01030,FS,0
2513E55R000CV60045,2513C92R000CV05010,FS,0
2513E55R000CV60075,2513C55R000EW00018,FS,0
2513E55R000CV90010,2513E55R000CV90015,FS,0
2513E55R000CV90016,2513C71R000CV05010,FS,0
2513E55R000CV90016,2513C30R000CV04010,FS,0
2513E55R000CV90016,2513C99R000CV02010,FS,83
2513E55R000CV90016,2513C72R000CV01030,FS,0
2513E55R000CV90026,2513C00R000CV01030,FS,0
2513E55R000CV90026,2513C30R000CV01030,FS,0
2513E55R000CV90026,2513C60R000CV04010,FS,0
2513E55R000CV90026,2513C50R000CV01030,FS,0
2513E55R000CV90026,2513C91R000CV01030,FS,0
2513E55R000CV90026,2513C55R000EW00018,FS,0
2513E55R000CV90026,2513C82R000CV05010,FS,0
2513E55R000CV90036,2513C30R000CV01030,FS,0
2513E55R000CV90036,2513C99R000CV02010,FS,0
2513E55R000CV90036,2513C92R000CV05010,FS,0
2513E55R000CV90036,2513C71R000CV04010,FS,0
2513E55R000CV90036,2513C71R000CV05010,FS,0
2513E55R000CV60060,2513E55R000CV60065,FS,0
2513E55R000CV78020,2513E55R000CV78025,FS,0
2513E55R000CV30135,2513E55R000CV30140,FF,0
2513E55R000CV30145,2513C50R410CV00082,FS,0
2513E55R000CV30050,2513E55R000CV30055,FS,0
2513E55R000CV30080,2513E55R000CV30085,FS,0
2513E55R000CV76030,2513E55R000CV76040,FS,0
2513E55R000CV76040,2513E55R000CV76045,FS,0
2513E55R000CV76045,2513C72R000CV01010,FS,0
2513E55R000CV77010,2513E55R000CV77030,SS,0
2513E55R000CV20040,2513E55R000CV20045,FS,0
2513E55R000CV20030,2513M55R000ML40270,FS,0
2513E55R000CV20030,2513E55R000CV20035,FS,0
2513E55R000CV20010,2513E55R000CV20020,SS,0
2513E55R000CV20045,2514C55S000EW10030,FS,0
2513E55R000CV75105,2513C72R000CV01010,FS,0
2513E55R000CV75100,2513E55R000CV75105,FS,0
2513E55R000CV75010,2513E55R000CV75015,FS,0
2513E55R000CV75030,2513E55R000CV75035,FS,0
2513E55R000CV10030,2513E88R000ST10010,SS,0
2513E55R000CV10030,2513E55R000CV10035,FS,0
2513E55R000CV10055,2513E55R000CV60010,FS,0
2513E55R000CV40060,2513E55R000CV40065,FS,0
2513E55R000CV40060,2513C10R200ME00072,FS,0
2513E55R000CV40065,2513M55R000ML57220,FS,0
2513E55R000CV55030,2513E55R000CV55040,FS,0
2513E55R000CV25050,2513E55R000CV25070,SS,0
2513E55R000CV25060,2513E55R000CV25065,FS,0
2513E55R000CV25010,2513C20R210CV00071,FS,0
2513E55R000CV25020,2513C50R690AR00015,FS,0
2513E55R000CV25040,2513E55R000CV25045,FS,0
2513E55R000CV25040,2513C40R690AR00016,FS,0
2513E55R000CV25065,2513C99R690AR00012,SS,0
2513E55R000CV25075,2513E55R000CV25085,SS,0
2513E55R000CV25085,2513E55R000CV99900,FS,0
2513E55R000CV25025,2513E55R000CV99900,FS,0
2513E55R000CV65010,2513E55R000CV65020,FS,0
2513E55R000CV50100,2513E55R000CV50105,FS,0
2513E55R000CV50030,2513E55R000CV50040,FS,0
2513E55R000CV80020,2513E55R000CV80025,FS,0
2513E55R000CV15250,2513E55R000CV15260,SS,0
2513E55R000CV15270,2513E55R000CV75030,SS,0
2513E55R000CV15280,2513E55R000CV15285,FS,0
2513E55R000CV15310,2513E55R000CV35050,SS,0
2513E55R000CV15040,2513E55R000CV15045,FS,0
2513E55R000CV15060,2513E55R000CV15065,FS,0
2513E55R000CV15090,2513E55R000CV30150,SS,0
2513E55R000CV15330,2513E55R000CV35250,SS,0
2513E55R000CV15360,2513E55R000CV35670,SS,0
2513E55R000CV15035,2513C71R220CV00082,FS,0
2513E55R000CV15095,2513C60R510CV00078,FS,0
2513E55R000CV15115,2513C99R230CV00081,SS,52
2513E55R000CV15145,2513C40R460CV00071,FS,0
2513E55R000CV15165,2513C50R550CV00074,FS,0
2513E55R000CV15175,2513C50R410CV00079,FS,0
2513E55R000CV15335,2513E55R000CV35265,SS,0
2513E55R000CV15365,2513C60R555CV00067,FS,0
2513E55R000CV15130,2513E55R000CV15135,FS,0
2513E55R000CV15160,2513E55R000CV15170,SS,0
2513E55R000CV15170,2513E55R000CV15180,SS,0
2513E55R000CV15170,2513E55R000CV35230,SS,0
2513E55R000GE10190,2513G55R000CM00310,FS,0
2513E55R000GE10180,2513E55R000GE10200,SS,98
2513E55R000GE10080,2513E55R000GE10180,SS,0
2513E55R000GE10110,2513G55R000CM00320,FS,0
2513E55R000GE10100,2513E55R000GE10110,FS,0
2513E55R000GE10060,2513E55R000GE10070,FS,0
2513E55R000GE10170,2513M55R000ML11940,FS,0
2513E55R000PC10305,2513E55R000PC10350,FS,0
2513E55R000PC10310,2513E55R000PC10315,FS,0
2513E55R000PC10330,2513E55R000PC10340,FS,0
2513E55R000PC90060,2513E55R000PC90061,FS,0
2513E55R000PC10230,2513E55R000PC10250,SS,0
2513E55R000PC10240,2513E55R000PC10245,FS,0
2513E55R000PC10270,2513M55R000ML10070,FS,0
2513E55R000PC10225,2513E55R000PC90051,FS,0
2513E55R000PC10075,2513P55R000PI15020,FS,0
2513E55R000PC10145,2513E55R000PC10210,FS,0
2513E55R000PC10090,2513E55R000PC10100,SS,0
2513E55R000PC10015,2513E55R000PC10020,FF,0
2513E55R000PC10025,2513E55R000PI15045,FF,0
2513E55R000PC10175,2513P55R000IN19010,FS,0
2513E55R000FF45010,2513E55R000FF45030,SS,0
2513E55R000FF45030,2513E55R000FF45040,FS,0
2513E55R000FF45015,2513E55R000FF45020,SS,0
2513E55R000FF35010,2513E55R000FF35020,FS,0
2513E55R000FF35020,2513E55R000FF35025,FS,0
2513E55R000FF50025,2513C91R690AR00013,SS,0
2513E55R000FF90010,2513E55R000FF90020,SS,49
2513E55R000FF90010,2513P55R000FF13010,FS,0
2513E55R000FF55025,2513C50R960EL00020,FS,0
2513E55R000FF55010,2514E55R000FF20010,SS,0
2513E55R000FF55020,2513E55R000FF55025,FS,0
2513E55R000FF20035,2513E55R000FF20040,FF,0
2513E55R000FF20010,2513E55R000FF20030,SS,35
2513E55R000FF30025,2513E55R000FF45025,FS,0
2513E55R000FF10010,2513C88R935EL00010,FS,0
2513E55R000FF10010,2513C72R935EL00010,FS,0
2513E55R000FF10010,2513C20R935EL00010,FS,0
2513E55R000FF15180,2513E55R000FF15185,FS,0
2513E55R000FF15145,2513P55R000FF10020,FF,0
2513E55R000FF15155,2513P55R000FF11020,FS,0
2513E55R000WT20040,2513E88R000WT90010,SS,0
2513E55R000WT20025,2513C40R530WT00072,FS,0
2513E55R000WT10035,2513P40R530WT11020,FS,0
2513E55R000WT10030,2513E55R000WT10040,SS,0
2513E55R000WT10025,2513P40R530WT10020,FS,0
2513E88R000WT90050,2513P40R520WT10010,FS,0
2513E88R000WT90081,2513P40R530WT11030,FS,0
2513E55R000EL19010,2513E55R000EL19015,FS,0
2513E55R000EL19015,2513C00R000EL00020,FS,0
2513E55R000EL19015,2513E55R000EL16025,FS,0
2513E55R000EL45035,2513C82R990EL00010,FS,0
2513E55R000EL45035,2513C71R980IN00010,FS,0
2513E55R000EL45020,2513E55R000EL45040,FS,0
2513E55R000EL55035,2513C71R000EL00010,FS,0
2513E55R000EL55035,2513C99R960EL00020,FS,0
2513E55R000EL55055,2513C91R960EL00020,FS,0
2513E55R000EL12050,2513E55R000EL12055,FS,0
2513E55R000EL12030,2513E55R000EL12040,SS,0
2513E55R000EL12075,2513C50R000EL00010,FS,0
2513E55R000EL30045,2513C60R000EL00020,FS,0
2513E55R000EL30045,2513C00R000CV01020,FS,0
2513E55R000EL30015,2513P55R000EL22020,FS,0
2513E55R000EL30025,2513C92R000EL00020,FS,0
2513E55R000EL30025,2513C30R935EL00010,FS,0
2513E55R000EL30025,2513C81R935EL00010,FS,0
2513E55R000EL14020,2513C82R990EL00010,FS,0
2513E55R000EL14020,2514C81S990EL00010,FS,0
2513E55R000EL14020,2513E55R000EL14010,SS,0
2513E55R000EL14030,2513E55R000EL14040,SS,0
2513E55R000EL14040,2513E55R000EL14050,SS,0
2513E55R000EL14060,2513E55R000EL14070,SS,0
2513E55R000EL14070,2513C60R935EL00020,FS,0
2513E55R000EL14070,2513C81R935EL00020,FS,0
2513E55R000EL14070,2513P55R000EL17010,FS,0
2513E55R000EL20015,2513C81R000EL00020,FS,0
2513E55R000EL20015,2513C55R000EL00020,FS,0
2513E55R000EL90150,2513P55R000EL13010,FS,0
2513E55R000EL23010,2514E55R000EL40010,SS,0
2513E55R000EL23030,2513E55R000EL23040,SS,0
2513E55R000EL23035,2514P55S000EL16020,FS,0
2513E55R000EL22010,2513P55R000EL12010,FS,0
2513E55R000EL22010,2513P55R000EL10010,FS,0
2513E55R000EL16020,2513E55R000AR23020,SS,0
2513E55R000EL16015,2513C71R990EL00010,FS,0
2513E55R000EL10230,2513E55R000EL10235,FS,0
2513E55R000EL10030,2513P55R000EL11010,SS,0
2513E55R000EL10060,2513E55R000EL10065,FS,0
2513E55R000EL10140,2513E55R000EL10150,FS,0
2513E55R000EL10140,2513E55R000EL10145,FS,0
2513E55R000EL10035,2513P55R000EL11020,FS,0
2513E55R000EL10055,2513P55R000EL11020,FS,0
2513E55R000EL10085,2513E55R000EL90080,SS,55
2513E55R000EL10125,2513E55R000EL90080,SS,0
2513E55R000EL10145,2513E55R000EL90160,SS,55
2513E55R000EL10175,2513C60R000EL00040,FS,0
2513E55R000EL10175,2513C81R000EL00040,FS,0
2513E55R000EL10195,2513C88R000EL00030,FS,0
2513E55R000EL10195,2513C81R000EL00030,FS,0
2513E55R000EL10195,2513C55R000EL00030,FS,0
2513E55R000EL10205,2513E55R000EL90190,FS,0
2513E55R000EL10205,2513E55R000EL90160,SS,55
2513E55R000EL10215,2513E55R000EL90150,FS,55
2513E55R000EL10225,2513E55R000EL90140,FS,0
2513E55R000EL90040,2513E55R000EL90050,SS,0
2513E55R000EL90040,2513E55R000EL90041,FS,0
2513E55R000EL90051,2513E55R000EL90110,FS,15
2513E55R000EL13030,2513E55R000EL13035,FS,0
2513E55R000EL13045,2513E55R000EL40045,FS,0
2513E55R000EL50255,2513C40R000EL00010,FS,0
2513E55R000EL50285,2513C20R960EL00030,FS,0
2513E55R000EL50295,2513E55R000EL50300,FF,0
2513E55R000EL50335,2513C50R960EL00030,FS,0
2513E55R000EL50355,2513C82R960EL00030,FS,0
2513E55R000EL50355,2513C50R960EL00030,FS,0
2513E55R000EL50355,2513C40R000EL00010,FS,0
2513E55R000EL50405,2513C30R000EL00010,FS,0
2513E55R000EL50405,2513C50R000EL00010,FS,0
2513E55R000EL50455,2513C40R000EL00010,FS,0
2513E55R000EL50015,2513E55R000EL50150,FS,0
2513E55R000EL50340,2513E55R000EL50350,FS,0
2513E55R000EL50350,2513E55R000EL50355,FS,0
2513E55R000EL50420,2513E55R000EL50440,SS,61
2513E55R000EL50440,2513E55R000EL50445,FS,0
2513E55R000EL50020,2513E55R000EL50025,FS,0
2513E55R000EL50140,2514E55R000EL70050,SS,0
2513E55R000EL50140,2513E55R000EL50150,FS,0
2513E55R000EL50160,2513E55R000EL50165,FS,0
2513E55R000EL50160,2513P55R000IN17020,FS,0
2513E55R000EL50170,2513E55R000EL50220,SS,0
2513E55R000EL50180,2513E55R000EL50185,FS,0
2513E55R000EL50070,2513E55R000EL50120,SS,0
2513E55R000EL50100,2513E55R000EL50105,FS,0
2513E55R000EL50105,2513C99R000EL00010,FS,0
2513E55R000EL50105,2513C20R000EL00010,FS,0
2513E55R000EL50135,2513C40R960EL00010,FS,0
2513E55R000EL50135,2513C50R960EL00010,FS,0
2513E55R000EL50135,2513C99R000EL00010,FS,0
2513E55R000EL50155,2513C00R960EL00010,FS,0
2513E55R000EL50155,2513C99R000EL00010,FS,0
2513E55R000EL50185,2513C88R960EL00010,FF,0
2513E55R000EL50205,2513C00R960EL00010,FS,0
2513E55R000EL50225,2513E55R000EL50230,FF,0
2513E55R000EL40025,2513C20R935EL00020,FS,0
2513E55R000EL40025,2513C50R935EL00020,FS,0
2513E55R000EL40025,2513C72R935EL00020,FS,0
2513E55R000EL40025,2513C55R935EL00020,FS,0
2513E55R000EL40035,2513E55R000EL40040,FF,0
2513E55R000EL40045,2513C60R935EL00020,FS,0
2513E55R000EL40045,2513C72R935EL00020,FS,0
2513E55R000EL40030,2513E55R000EL40035,FS,0
2513E55R000EL40050,2513E55R000EL40070,SS,0
2513E55R000EL35020,2513C71R945EL00010,FS,0
2513E55R000EL35020,2513C81R945EL00010,FS,0
2513E55R000EL35025,2513C20R945EL00010,FS,0
2513E55R000EL17010,2513E55R000PI35020,SS,0
2513E55R000EL17010,2513E55R000EL17015,FS,0
2513E55R000EL90030,2513E55R000EL10020,SS,0
2513E55R000EL90021,2513C60R000EL00040,FS,0
2513E88R000ST32020,2513E88R000ST32025,FS,0
2513E88R000ST32030,2513E88R000ST32035,FS,0
2513E88R000ST45040,2513E88R000ST45045,FS,0
2513E88R000ST36040,2513E88R000ST36045,FS,0
2513E88R000ST38015,2513E88R000ST38020,FF,0
2513E88R000ST38035,2513E88R000ST38040,FF,0
2513E88R000ST40030,2513E88R000ST40035,FS,0
2513E88R000ST40010,2513E88R000ST41010,SS,0
2513E88R000ST41040,2513C88R699CV00051,FS,0
2513E88R000ST41010,2513E88R000ST41020,FS,0
2513E88R000ST41010,2513E88R000ST41030,SS,14
2513E88R000ST39015,2513E88R000ST39020,FF,0
2513E88R000ST39045,2513C88R699SS00034,FS,0
2513E88R000ST12290,2513E88R000ST12300,SS,0
2513E88R000ST12310,2513E88R000ST21010,FS,21
2513E88R000ST12020,2513E88R000ST12150,SS,0
2513E88R000ST12030,2513E88R000ST12035,FS,0
2513E88R000ST12070,2513E88R000ST12075,FS,0
2513E88R000ST12110,2513E88R000ST12115,FS,0
2513E88R000ST12045,2513C88R699CV00019,SS,0
2513E88R000ST12185,2513C88R699CV00022,FS,0
2513E88R000ST12190,2513E88R000ST12195,FS,0
2513E88R000ST12160,2513E88R000ST12165,FS,0
2513E88R000ST12195,2513C88R699CV00025,SS,0
2513E88R000ST12025,2513C88R699CV00012,SS,0
2513E88R000ST10010,2513E55R000LE00050,SS,0
2513E88R000ST10020,2513E88R000ST11020,SS,71
2513E88R000ST10025,2513E88R000ST28010,FS,0
2513E88R000ST99900,2513G55R000CM00300,FS,0
2513E88R000ST28030,2513E88R000ST28035,FS,0
2513E88R000ST28040,2513E88R000ST28045,FS,0
2513E88R000ST34045,2513C88R699SS00031,FS,0
2513E88R000ST34015,2513E88R000ST34020,FF,0
2513E88R000ST23010,2513E88R000ST24010,SS,0
2513E88R000ST23020,2513M55R000ML55110,FS,0
2513E88R000ST23030,2513E88R000ST23035,FS,0
2513E88R000ST30045,2513C88R699SS00026,FS,0
2513E88R000ST21010,2513E88R000ST21015,FS,0
2513E88R000ST21010,2513E88R000ST21020,FS,0
2513E88R000ST21035,2513E88R000ST21040,SS,0
2513E88R000ST42010,2513E88R000ST42030,SS,0
2513E88R000ST42010,2513E88R000ST42015,FS,0
2513E88R000ST25035,2513E88R000ST25040,FF,0
2513E88R000ST22010,2513E88R000ST22020,FS,0
2513E88R000ST22010,2513E88R000ST22030,SS,14
2513E88R000ST22025,2513C88R699SS00012,FS,0
2513E88R000ST22035,2513E88R000ST22040,FF,0
2513E88R000ST24025,2513C88R699SS00014,FS,0
2513E88R000ST24035,2513E88R000ST24040,FF,0
2513E88R000ST24010,2513E88R000ST22010,SS,21
2513E88R000ST47045,2513C88R699SS00033,FS,0
2513E88R000ST47040,2513E88R000ST47045,FS,0
2513E88R000ST47035,2513E88R000ST47040,FF,0
2513E88R000ST27030,2513E88R000ST27040,FS,0
2513E88R000ST26010,2513E88R000ST25010,FS,20
2513E88R000ST26040,2513E88R000ST26045,FS,0
2513E88R000ST26045,2513C88R699SS00022,FS,0
2513E88R000ST37015,2513E88R000ST37020,FF,0
2513E88R000ST37035,2513E88R000ST37040,FF,0
2513E88R000ST31030,2513E88R000ST31035,FS,0
2513E88R000ST31045,2513C88R699SS00037,FS,0
2513E88R000ST33035,2513E88R000ST33040,FF,0
2513E88R000ST46015,2513E88R000ST46020,FF,0
2513E88R000ST46010,2513E88R000ST46030,SS,0
2513E88R000ST35045,2513C88R699SS00039,FS,0
2513E88R000ST35010,2513E88R000ST36010,SS,0
2513E88R000ST35010,2513E88R000ST35015,FS,0
2513E88R000ST35020,2513E88R000ST35025,FS,0
2513E55R000AR86030,2513E55R000AR72010,SS,0
2513E55R000AR86035,2513C72R730CV00071,FS,16
2513E55R000AR86016,2513C72R690AR00015,FS,0
2513E55R000AR76015,2513E55R000AR76016,FS,0
2513E55R000AR76015,2513C60R510CV00079,FS,0
2513E55R000AR79030,2513E55R000AR79035,FS,0
2513E55R000AR21020,2513E55R000AR21025,FS,0
2513E55R000AR21030,2513E55R000AR21035,FS,0
2513E55R000AR21045,2513C81R690AR00013,FS,0
2513E55R000AR72030,2513E55R000AR72035,FS,0
2513E55R000AR72030,2513E55R000AR72031,FS,0
2513E55R000AR74010,2513E55R000AR74015,FS,0
2513E55R000AR74010,2513E55R000AR74030,SS,0
2513E55R000AR81035,2513E55R000AR81036,FS,0
2513E55R000AR80010,2513E55R000AR80011,FS,0
2513E55R000AR88010,2513E55R000AR88011,FS,0
2513E55R000AR88030,2513E55R000AR88035,FS,0
2513E55R000AR87036,2513C40R690AR00014,FS,0
2513E55R000AR87030,2513E55R000AR87031,FS,0
2513E55R000AR84015,2513E55R000AR84016,FS,0
2513E55R000AR35020,2513C40R690AR00011,FS,0
2513E55R000AR35030,2513E55R000AR35035,FS,0
2513E55R000AR30045,2513C55R690AR00011,FS,0
2513E55R000AR82015,2513E55R000AR82016,FS,0
2513E55R000AR70015,2513E55R000AR70016,FS,0
2513E55R000AR70030,2513E55R000AR70031,FS,0
2513E55R000AR36010,2513E55R000AR36020,FS,0
2513E55R000AR36030,2513E55R000AR36040,FS,0
2513E55R000AR22030,2513E55R000AR22040,FS,0
2513E55R000AR22015,2513E55R000AR22020,SS,0
2513E55R000AR22035,2513C82R690AR00013,FS,0
2513E55R000AR26015,2513C91R690AR00019,FS,0
2513E55R000AR26025,2513C91R690AR00019,FS,0
2513E55R000AR26025,2513E55R000AR27025,SS,0
2513E55R000AR29030,2513E55R000AR29035,FS,0
2513E55R000AR33030,2513E55R000AR33035,FS,0
2513E55R000AR85035,2513C55R690AR00024,FS,0
2513E55R000AR92035,2513E55R000AR92036,FS,0
2513E55R000AR27030,2513E55R000AR28010,SS,34
2513E55R000AR27025,2513E55R000AR28025,FS,0
2513E55R000AR90031,2513E55R000AR90035,FF,0
2513E55R000AR90036,2513C20R555CV00074,FS,0
2513E55R000AR89030,2513E55R000AR89031,FS,0
2513E55R000AR89031,2513E55R000AR89035,FF,0
2513E55R000AR71010,2513E55R000AR71011,FS,0
2513E55R000AR23020,2513E55R000AR23025,FS,0
2513E55R000AR23015,2513E55R000AR23020,SS,0
2513E55R000AR28010,2513E55R000AR28030,SS,0
2513E55R000AR25010,2513E55R000AR25015,FS,0
2513E55R000AR73011,2513E55R000AR73015,FF,0
2513E55R000AR73010,2513E55R000AR73030,SS,0
2513E55R000AR73030,2513E55R000AR73035,FS,0
2513E55R000AR75030,2513E55R000AR87010,SS,0
2513E55R000AR75035,2513E55R000AR75036,FS,0
2513E55R000AR10010,2513E55R000AR10015,FS,0
2513E55R000AR32045,2513C92R690AR00020,FS,0
2513E55R000AR20010,2513E55R000AR20020,FS,0
2513E55R000AR20040,2513C91R690AR00011,SS,0
2513E55R000AR94030,2513E55R000AR94035,FS,0
2513E55R000AR95030,2513E55R000AR95031,FS,0
2513E55R000AR95035,2513E55R000AR95036,FS,0
2513E55R000AR95036,2513C40R690AR00022,FS,0
2513E55R000AR31010,2513E55R000AR31020,FS,0
2513E55R000AR31020,2513E55R000AR31025,FS,0
2513E55R000AR31045,2513C55R690AR00016,FS,0
2513E55R000AR34015,2513C82R690AR00019,FS,0
2513E55R000AR78030,2513E55R000AR78031,FS,0
2513E55R000PI35020,2513P55R000PI26010,FS,0
2513E55R000PI35020,2513E55R000PI35030,SS,101
2513E55R000PI30100,2513E55R000PI30105,FS,0
2513E55R000PI30100,2513C60R150PI00075,FS,0
2513E55R000PI30110,2513M55R000ML55080,FS,0
2513E55R000PI30120,2513E55R000PI30125,FS,0
2513E55R000PI30075,2513C10R150PI00075,FS,0
2513E55R000PI10060,2513P55R000PI11010,FS,0
2513E55R000PI10030,2513E55R000PI10035,FS,0
2513E55R000PI10040,2513P55R000PI10010,SS,0
2513E55R000PI90640,2513E55R000PI90650,SS,11
2513E55R000PI90470,2513E55R000PI90480,FS,0
2513E55R000PI90120,2513P55R000PI11010,FS,0
2513E55R000PI90130,2513E55R000PI90160,SS,0
2513E55R000PI90140,2513P55R000PI13010,FS,0
2513E55R000PI90150,2513P55R000PI14010,FS,0
2513E55R000PI90160,2513E55R000PI90190,SS,0
2513E55R000PI90200,2513P55R000PI19010,FS,0
2513E55R000PI90230,2513E55R000PI90260,SS,4
2513E55R000PI90290,2513E55R000PI90300,FS,149
2513E55R000PI90320,2513E55R000PI90350,SS,0
2513E55R000PI90430,2513E55R000PI90450,SS,0
2513E55R000PI90520,2513E55R000PI90550,SS,91
2513E55R000PI90520,2513P55R000PI51010,FS,0
2513E55R000PI90530,2513E55R000PI90540,FS,0
2513E55R000PI90370,2513E55R000PI90400,SS,0
